Entity;Type;Criteria;Request;SmartSearch label EN;SmartSearch label FR
Identity;predicate;neJobTitle;((Identity/JobTitle.code != '{jobTitleParam.value}') and (Identity/JobTitle.displayName != '{jobTitleParam.value}')) or (Identity/Allocation.recordUid IS NULL);whose job title is not equal to;dont le métier n'est pas égal à
Identity;predicate;inJobTitle;(Identity/JobTitle.code IN '{jobTitleParam.value}') or (Identity/JobTitle.displayName IN '{jobTitleParam.value}');whose job title is in;dont le métier est dans
Identity;predicate;likeJobTitle;(Identity/JobTitle.code LIKE '{jobTitleParam.value}') or (Identity/JobTitle.displayName LIKE '{jobTitleParam.value}');whose job title contains;dont le métier contient
Identity;predicate;startJobTitle;(Identity/JobTitle.code LIKE '{jobTitleParam.value}%') or (Identity/JobTitle.displayName LIKE '{jobTitleParam.value}%');whose job title starts with;dont le métier démarre par
Identity;predicate;endJobTitle;(Identity/JobTitle.code LIKE '%{jobTitleParam.value}') or (Identity/JobTitle.displayName LIKE '%{jobTitleParam.value}');whose job title ends with;dont le métier se termine par
Identity;predicate;isNew;Identity.importAction = 'C';new in this timeslot;nouvelles dans cette période
Identity;predicate;isModified;Identity.importAction = 'U';modified since previous timeslot;modifiées depuis la période précédente
Identity;predicate;isSame;Identity.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Identity;predicate;willBeDeleted;Identity.deletedAction = '1';who do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Identity;predicate;wontBeDeleted;(Identity.deletedAction = '0') or (Identity.deletedAction IS NULL);who still exist in the next timeslot;existant dans la période d'analyse suivante
Identity;predicate;eqEmployed;((Identity.departureDate IS NULL) or (Identity.departureDate = '')) or (Identity.departureDate > '{convertPeriodToDate(__TIMESLOT__, 0)}');still working for the company as of today is equal to;toujours présentes dans la société aujourd'hui est égal à
Identity;predicate;neEmployed;() or (Identity.departureDate < '{convertPeriodToDate(__TIMESLOT__, 0)}');who are not working for the company anymore as of today is not equal to;qui ne sont plus présentes dans la société aujourd'hui n'est pas égal à
Identity;predicate;ltArrivalDate;Identity.arrivalDate < '{arrivalDateParam.value}';that have been created is less than;qui sont arrivées est plus petit que
Identity;predicate;gtArrivalDate;Identity.arrivalDate > '{arrivalDateParam.value}';that have been created is greater than;qui sont arrivées est plus grand que
Identity;predicate;betweenArrivalDate;Identity.arrivalDate > '{firstArrivalDateParam.value}' and Identity.arrivalDate < '{secondArrivalDateParam.value}';that have been created;qui sont arrivées
Identity;predicate;ltDepartureDate;Identity.departureDate < '{departureDateParam.value}';that have been removed is less than;qui sont parties est plus petit que
Identity;predicate;gtDepartureDate;Identity.departureDate > '{departureDateParam.value}';that have been removed is greater than;qui sont parties est plus grand que
Identity;predicate;eqInternal;Identity.internal = '1';employees;internes
Identity;predicate;neInternal;Identity.internal = '0';contractors;externes
Identity;predicate;eqActive;(Identity.active = '1') or (Identity.active IS NULL);active;actives
Identity;predicate;eqCurrentUser;Identity.uid = '{__USERUID__}';the current user is equal to;l'utilisateur courant est égal à
Identity;predicate;usingCALicense;Identity/Metadata.recordUid IS NOT NULL;using CyberArk license;utilisant une licence CyberArk
Identity;predicate;neActive;Identity.active = '0';inactive;inactives
Identity;predicate;eqAllocationChanged;Identity.allocationChanged = '1';whose allocation has changed since last timeslot;qui ont changé d'affectation depuis la période précédente
Identity;predicate;neAllocationChanged;Identity.allocationChanged = '0';whose allocation has not changed since last timeslot;qui n'ont pas pas changé d'affectation depuis la période précédente
Identity;predicate;eqOrganisationChanged;Identity.organisationChanged = '1';who have moved to another organization since last timeslot;qui ont changé d'organisation depuis la période précédente
Identity;predicate;neOrganisationChanged;Identity.organisationChanged = '0';who have not moved to another organization since last timeslot;qui n'ont pas changé d'organisation depuis la période précédente
Identity;predicate;eqAccountChanged;Identity.accountChanged = '1';whose accounts have changed since last timeslot;dont la liste de comptes a changé par rapport à la période précédente
Identity;predicate;neAccountChanged;Identity.accountChanged = '0';whose accounts  are identical in the last timeslot;dont la liste de comptes est identique à la période précédente
Identity;predicate;eqPermissionChanged;Identity.permissionChanged = '1';whose permission list has changed since the last timeslot;dont la liste des permissions accessibles a évolué depuis la période précédente
Identity;predicate;nePermissionChanged;Identity.permissionChanged = '0';whose permission list has not changed since the last timeslot;dont la liste des permissions accessibles n'a pas changé depuis la période précédente
Identity;predicate;eqFSRightChanged;Identity.fsRightChanged = '1';whose folder rights have changed since last timeslot;dont les droits bureautiques ont changé depuis la période précédente
Identity;predicate;neFSRightChanged;Identity.fsRightChanged = '0';whose fileshare right list is identical to the last timeslot;dont la liste des droits bureautiques est identique à la période précédente
Identity;predicate;eqUid;Identity.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Identity;predicate;inUid;Identity.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Identity;predicate;noOrganisation;Identity/Allocation.recordUid IS NULL;who do not belong to any organization;n'appartenant à aucune organisation
Identity;predicate;hasOrganisation;Identity/Allocation.recordUid IS NOT NULL;who belong to an organization;appartenant à au moins une organisation
Identity;predicate;eqManager;Identity/Manager.primaryKey.organisation.recordUid IS NOT NULL;who are direct managers of organisations;qui sont responsables directs d'organisations
Identity;predicate;neManager;Identity/Manager.primaryKey.organisation.recordUid IS NULL;who are direct managers of organisations;qui sont responsables directs d'organisations
Identity;predicate;eqIdentityManager;Identity/DirectIdentityManager.primaryKey.managedIdentity.recordUid IS NOT NULL;having direct (N+1) managers;N ayant comme responsables N+1 des identités
Identity;predicate;neIdentityManager;Identity/DirectIdentityManager.primaryKey.managedIdentity.recordUid IS NULL;having direct (N+1) managers;N ayant comme responsables N+1 des identités
Identity;predicate;eqPermissionManager;Identity/Manager.primaryKey.permission.recordUid IS NOT NULL;who are permission managers;responsables d'au moins une permission
Identity;predicate;nePermissionManager;Identity/Manager.primaryKey.permission.recordUid IS NULL;who are not permission managers;responsables d'aucune permission
Identity;predicate;eqApplicationManager;Identity/Manager.primaryKey.application.recordUid IS NOT NULL;who are application managers;responsables d'au moins une application
Identity;predicate;neApplicationManager;Identity/Manager.primaryKey.application.recordUid IS NULL;who are not application managers;responsables d'aucune application
Identity;predicate;eqRepositoryManager;Identity/Manager.primaryKey.repository.recordUid IS NOT NULL;who are repository managers;responsables d'au moins un référentiel
Identity;predicate;neRepositoryManager;Identity/Manager.primaryKey.repository.recordUid IS NULL;who are not repository managers;responsables d'aucun référentiel
Identity;predicate;eqAccountManager;Identity/Manager.primaryKey.account.recordUid IS NOT NULL;who are account managers;responsables d'au moins un compte
Identity;predicate;neAccountManager;Identity/Manager.primaryKey.account.recordUid IS NULL;who are not account managers;responsables d'aucun compte
Identity;predicate;eqGroupManager;Identity/Manager.primaryKey.group.recordUid IS NOT NULL;who are group managers;responsables d'au moins un groupe
Identity;predicate;neGroupManager;Identity/Manager.primaryKey.group.recordUid IS NULL;who are not group managers;responsables d'aucun groupe
Identity;predicate;eqAssetManager;Identity/Manager.primaryKey.asset.recordUid IS NOT NULL;who are asset managers;responsables d'au moins un actif
Identity;predicate;neAssetManager;Identity/Manager.primaryKey.asset.recordUid IS NULL;who are not asset managers;responsables d'aucun actif
Identity;relationship;organisation;Identity/Allocation/Organisation.recordUid IS NOT NULL;direct members of organisations;membres directs d'organisations
Identity;relationship;uporganisation;Identity/UpAllocation/Organisation.recordUid IS NOT NULL;members of organisations;membres d'organisations
Identity;relationship;repository;Identity/Repository.recordUid IS NOT NULL;in repositories;dans des référentiels
Identity;relationship;management;Identity/Manager.recordUid IS NOT NULL;performing management functions;exerçant des fonctions de management
Identity;relationship;management2;Identity/Manager.recordUid IS NOT NULL;performing management functions;exerçant des fonctions de management d'identité
Identity;relationship;genericmanager;Identity/DirectGenericManager/Identity.recordUid IS NOT NULL;having direct (N+1) managers (obsolete);ayant comme responsables N+1 des identités (obsolète)
Identity;relationship;upgenericmanager;Identity/GenericManager/Identity.recordUid IS NOT NULL;having N+x managers (obsolete);ayant comme responsables N+x des identités (obsolète)
Identity;relationship;genericteam;Identity/DirectGenericTeam/Identity.recordUid IS NOT NULL;who are direct (N+1) manager of identities (obsolete);qui sont responsables directs (N+1) d'identités (obsolète)
Identity;relationship;downgenericteam;Identity/GenericTeam/Identity.recordUid IS NOT NULL;who are N+x managers of identities (obsolete);qui sont responsables (N+x) d'identités (obsolète)
Identity;relationship;manager;Identity/Manager/Organisation.recordUid IS NOT NULL;who are direct managers of organisations;qui sont responsables directs d'organisations
Identity;relationship;downmanager;Identity/DownManager/Organisation.recordUid IS NOT NULL;who are managers of organisations;qui sont responsables d'organisations
Identity;relationship;accountreconciliation;Identity/Reconciliation/Account.recordUid IS NOT NULL;owning accounts;possédant des comptes 
Identity;relationship;accountusage;Identity/Usage/Account.recordUid IS NOT NULL;actually using accounts;utilisant effectivement des comptes
Identity;relationship;fspermissionrightread;Identity/Reconciliation/Account/FSRight/Permission/PermLink/Permission/Permission.recordUid IS NOT NULL;having read access to shared folders;ayant accès en lecture à des dossiers partagés
Identity;relationship;fspermissionrightwrite;Identity/Reconciliation/Account/FSRight/Permission/PermLink/Permission/Permission.recordUid IS NOT NULL;having write access to shared folders;ayant accès en écriture à des dossiers partagés
Identity;relationship;permissionright;Identity/Reconciliation/Account/AggregatedRight/Permission/PermLink/Permission/Permission.recordUid IS NOT NULL;having access to permissions;ayant accès à des permissions
Identity;relationship;directpermissionright;Identity/Reconciliation/Account/AggregatedRight/Permission/Permission.recordUid IS NOT NULL;having direct access to permissions;ayant un accès direct à des permissions
Identity;relationship;fsdirectpermissionright;Identity/Reconciliation/Account/FSRight/Permission/Permission.recordUid IS NOT NULL;having access to shared folders;ayant accès à des dossiers partagés
Identity;relationship;permissionusage;Identity/Usage/Permission.recordUid IS NOT NULL;using permissions;utilisant des permissions
Identity;relationship;permissiontheoretical;Identity/TheoricalRight/Permission/PermLink/Permission.recordUid IS NOT NULL;having theorectical access to permissions;ayant des droits théoriques sur des permissions
Identity;relationship;directpermissiontheoretical;Identity/TheoricalRight/Permission.recordUid IS NOT NULL;having theoretical direct  rights to applications;ayant un accès direct théorique à des permissions
Identity;relationship;applicationright;Identity/Reconciliation/Account/AccountApp/Application.recordUid IS NOT NULL;having access to applications;ayant accès à des applications
Identity;relationship;applicationusage;Identity/Usage/Application.recordUid IS NOT NULL;using applications;utilisant des applications
Identity;relationship;applicationtheoretical;Identity/TheoricalRight/Permission/Application.recordUid IS NOT NULL;having theoretical rights to applications;ayant des droits théoriques sur des applications
Identity;relationship;managedrepository;Identity/Manager/Repository.recordUid IS NOT NULL;managing repositories;gérant des réferentiels
Identity;relationship;managedaccount;Identity/Manager/Account.recordUid IS NOT NULL;managing accounts;gérant des comptes
Identity;relationship;managedgroup;Identity/Manager/Group.recordUid IS NOT NULL;managing groups;gérant des groupes
Identity;relationship;managedpermission;Identity/Manager/Permission.recordUid IS NOT NULL;managing permissions;gérant des permissions
Identity;relationship;managedapplication;Identity/Manager/Application.recordUid IS NOT NULL;managing applications;gérant des applications
Identity;relationship;managedasset;Identity/Manager/Asset.recordUid IS NOT NULL;managing assets;gérant des actifs
Identity;relationship;usage;Identity/Usage.recordUid IS NOT NULL;with uses;ayant des usages
Identity;relationship;overentitledpermissions;Identity/OverEntitlement/Permission.recordUid IS NOT NULL;being over entitled on permissions;étant en sur-allocations sur des permissions
Identity;relationship;underentitledpermissions;Identity/UnderEntitlement/Permission.recordUid IS NOT NULL;being under entitled on permissions;étant en sous-allocations sur des permissions
Identity;relationship;controldiscrepancy;Identity/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Identity;relationship;identitymanager;Identity/DirectIdentityManager/Identity.recordUid IS NOT NULL;having direct (N+1) managers;N ayant comme responsables N+1 des identités
Identity;relationship;upidentitymanager;Identity/Manager/Identity.recordUid IS NOT NULL;having N+x managers;N ayant comme responsables N+x des identités
Identity;relationship;teamidentitymanager;Identity/DirectIdentityManager/Identity.recordUid IS NOT NULL;who are direct (N+1) manager of identities;N qui sont responsables directs (N+1) d'identités
Identity;relationship;downteamidentitymanager;Identity/Manager/Identity.recordUid IS NOT NULL;who are N+x managers of identities;N qui sont responsables (N+x) d'identités
Identity;relationship;vaultright;Identity/Reconciliation/Account/AccountApp/CAVault.recordUid IS NOT NULL;in vaults;dans les vaults
Identity;relationship;saferight;Identity/Reconciliation/Account/AccountApp/CASafe.recordUid IS NOT NULL;accessing safes;pouvant accéder à des safes
Identity;relationship;safeuserright;Identity/Reconciliation/Account/Metadata/MetadataValue/CASafe.recordUid IS NOT NULL;using credentials in safes;pouvant utiliser les secrets de safes
Identity;relationship;safeadminright;Identity/Reconciliation/Account/Metadata/MetadataValue/CASafe.recordUid IS NOT NULL;administering safes;administrant des safes
Organisation;predicate;eqCode;Organisation.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Organisation;predicate;neCode;(Organisation.code != '{codeParam.value}') or (Organisation.code IS NULL);which code is not equal to;dont le code n'est pas égal à
Organisation;predicate;inCode;Organisation.code IN '{codeParam.value}';which code is in;dont le code est dans
Organisation;predicate;likeCode;Organisation.code LIKE '{codeParam.value}';which code contains;dont le code contient
Organisation;predicate;startCode;Organisation.code LIKE '{codeParam.value}%';which code starts with;dont le code démarre par
Organisation;predicate;endCode;Organisation.code LIKE '%{codeParam.value}';which code ends with;dont le code se termine par
Organisation;predicate;eqShortName;Organisation.shortName = '{shortNameParam.value}';which short name is equal to;dont le nom court est égal à
Organisation;predicate;neShortName;(Organisation.shortName != '{shortNameParam.value}') or (Organisation.shortName IS NULL);which short name is not equal to;dont le nom court n'est pas égal à
Organisation;predicate;inShortName;Organisation.shortName IN '{shortNameParam.value}';which short name is in;dont le nom court est dans
Organisation;predicate;likeShortName;Organisation.shortName LIKE '{shortNameParam.value}';which short name contains;dont le nom court contient
Organisation;predicate;startShortName;Organisation.shortName LIKE '{shortNameParam.value}%';which short name starts with;dont le nom court démarre par
Organisation;predicate;endShortName;Organisation.shortName LIKE '%{shortNameParam.value}';which short name ends with;dont le nom court se termine par
Organisation;predicate;eqDisplayName;Organisation.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Organisation;predicate;neDisplayName;(Organisation.displayName != '{displayNameParam.value}') or (Organisation.displayName IS NULL);which name is not equal to;dont le nom n'est pas égal à
Organisation;predicate;inDisplayName;Organisation.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Organisation;predicate;likeDisplayName;Organisation.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Organisation;predicate;startDisplayName;Organisation.displayName LIKE '{displayNameParam.value}%';which name starts with;dont le nom démarre par
Organisation;predicate;endDisplayName;Organisation.displayName LIKE '%{displayNameParam.value}';which name ends with;dont le nom se termine par
Organisation;predicate;isNew;Organisation.importAction = 'C';new in this timeslot;nouvelles dans cette période
Organisation;predicate;isModified;Organisation.importAction = 'U';modified since previous timeslot;modifiées depuis la période précédente
Organisation;predicate;isSame;Organisation.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Organisation;predicate;willBeDeleted;Organisation.deletedAction = '1';that do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Organisation;predicate;wontBeDeleted;(Organisation.deletedAction = '0') or (Organisation.deletedAction IS NULL);that still exist in the next timeslot;existant dans la période d'analyse suivante
Organisation;predicate;eqUid;Organisation.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Organisation;predicate;inUid;Organisation.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Organisation;relationship;parentorganisation;Organisation/DirectRelationship/Organisation.recordUid IS NOT NULL;having direct parent organisations;ayant des organisations parentes directes
Organisation;relationship;childorganisation;Organisation/DirectRelationship/Organisation.recordUid IS NOT NULL;containing direct child organisations;contenant directement des sous-organisations
Organisation;relationship;uporganisation;Organisation/Relationship/Organisation.recordUid IS NOT NULL;having parent organisations;ayant des organisations parentes
Organisation;relationship;downorganisation;Organisation/Relationship/Organisation.recordUid IS NOT NULL;containing child organisations;contenant des sous-organisations
Organisation;relationship;identity;Organisation/Allocation/Identity.recordUid IS NOT NULL;having direct members;ayant des identités membres directs
Organisation;relationship;upidentity;Organisation/UpAllocation/Identity.recordUid IS NOT NULL;having members;ayant des identités membres
Organisation;relationship;allocation;Organisation/Allocation.recordUid IS NOT NULL;where jobs are practiced;où sont exercés des métiers
Organisation;relationship;manager;Organisation/Manager/Identity.recordUid IS NOT NULL;having managers;ayant comme responsables des identités
Organisation;relationship;downmanager;Organisation/DownManager/Identity.recordUid IS NOT NULL;having managers (including in parent organisations);ayant comme responsables (y.c dans les organisations parentes) des identités
Organisation;relationship;management;Organisation/Manager.recordUid IS NOT NULL;where are performed management functions;où sont exercées des fonctions de management
Organisation;relationship;work;Organisation/Work/Asset.recordUid IS NOT NULL;contributing to assets;contribuant à des actifs
Organisation;relationship;controldiscrepancy;Organisation/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Allocation;predicate;eqJobTitle;(Allocation/JobTitle.code = '{jobTitleParam.value}') or (Allocation/JobTitle.displayName = '{jobTitleParam.value}');which name is equal to;dont le nom est égal à
Allocation;predicate;neJobTitle;((Allocation/JobTitle.code != '{jobTitleParam.value}') and (Allocation/JobTitle.displayName != '{jobTitleParam.value}')) or (Allocation/JobTitle.recordUid IS NULL);which name is not equal to;dont le nom n'est pas égal à
Allocation;predicate;inJobTitle;(Allocation/JobTitle.code IN '{jobTitleParam.value}') or (Allocation/JobTitle.displayName IN '{jobTitleParam.value}');which name is in;dont le nom est dans
Allocation;predicate;likeJobTitle;(Allocation/JobTitle.code LIKE '{jobTitleParam.value}') or (Allocation/JobTitle.displayName LIKE '{jobTitleParam.value}');which name contains;dont le nom contient
Allocation;predicate;startJobTitle;(Allocation/JobTitle.code LIKE '{jobTitleParam.value}%') or (Allocation/JobTitle.displayName LIKE '{jobTitleParam.value}%');which name starts with;dont le nom démarre par
Allocation;predicate;endJobTitle;(Allocation/JobTitle.code LIKE '%{jobTitleParam.value}') or (Allocation/JobTitle.displayName LIKE '%{jobTitleParam.value}');which name ends with;dont le nom se termine par
Allocation;relationship;identity;Allocation/Identity.recordUid IS NOT NULL;by identities;par des identités
Asset;predicate;eqCode;Asset.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Asset;predicate;inCode;Asset.code IN '{codeParam.value}';which code is in;dont le code est dans
Asset;predicate;likeCode;Asset.code LIKE '{codeParam.value}';which code contains;dont le code contient
Asset;predicate;eqDisplayName;Asset.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Asset;predicate;inDisplayName;Asset.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Asset;predicate;likeDisplayName;Asset.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Asset;predicate;eqCategory;(Asset/Category.code = '{categoryParam.value}') or (Asset/Category.displayName = '{categoryParam.value}');which category is equal to;dont la catégorie est égal à
Asset;predicate;inCategory;(Asset/Category.code IN '{categoryParam.value}') or (Asset/Category.displayName IN '{categoryParam.value}');which category is in;dont la catégorie est dans
Asset;predicate;likeCategory;(Asset/Category.code LIKE '{categoryParam.value}') or (Asset/Category.displayName LIKE '{categoryParam.value}');which category contains;dont la catégorie contient
Asset;predicate;isNew;Asset.importAction = 'C';new in this timeslot;nouveaux dans cette période
Asset;predicate;isModified;Asset.importAction = 'U';modified since previous timeslot;modifiés depuis la période précédente
Asset;predicate;isSame;Asset.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Asset;predicate;willBeDeleted;Asset.deletedAction = '1';that do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Asset;predicate;wontBeDeleted;(Asset.deletedAction = '0') or (Asset.deletedAction IS NULL);that still exist in the next timeslot;existant dans la période d'analyse suivante
Asset;predicate;eqUid;Asset.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Asset;predicate;inUid;Asset.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Asset;relationship;manager;Asset/Manager/Identity.recordUid IS NOT NULL;managed by identities;gérés par des identités
Asset;relationship;work;Asset/Work/Organisation.recordUid IS NOT NULL;organisations are contributing to;auxquels contribuent des organisations
Asset;relationship;support;Asset/Support/Permission/PermLink/Permission.recordUid IS NOT NULL;supported by permissions;supportés par des permissions
Asset;relationship;directsupport;Asset/Support/Permission.recordUid IS NOT NULL;directly supported by permissions;supportés directement par des permissions
Asset;relationship;controldiscrepancy;Asset/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Application;predicate;eqCode;Application.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Application;predicate;neCode;(Application.code != '{codeParam.value}') or (Application.code IS NULL);which code is not equal to;dont le code n'est pas égal à
Application;predicate;inCode;Application.code IN '{codeParam.value}';which code is in;dont le code est dans
Application;predicate;likeCode;Application.code LIKE '{codeParam.value}';which code contains;dont le code contient
Application;predicate;startCode;Application.code LIKE '{codeParam.value}%';which code starts with;dont le code démarre par
Application;predicate;endCode;Application.code LIKE '%{codeParam.value}';which code ends with;dont le code se termine par
Application;predicate;eqDisplayName;Application.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Application;predicate;neDisplayName;(Application.displayName != '{displayNameParam.value}') or (Application.displayName IS NULL);which name is not equal to;dont le nom n'est pas égal à
Application;predicate;inDisplayName;Application.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Application;predicate;likeDisplayName;Application.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Application;predicate;startDisplayName;Application.displayName LIKE '{displayNameParam.value}%';which name starts with;dont le nom démarre par
Application;predicate;endDisplayName;Application.displayName LIKE '%{displayNameParam.value}';which name ends with;dont le nom se termine par
Application;predicate;eqApplicationType;Application.applicationType = '{applicationTypeParam.value}';which type is equal to;dont le type est égal à
Application;predicate;neApplicationType;(Application.applicationType != '{applicationTypeParam.value}') or (Application.applicationType IS NULL);which type is not equal to;dont le type n'est pas égal à
Application;predicate;inApplicationType;Application.applicationType IN '{applicationTypeParam.value}';which type is in;dont le type est dans
Application;predicate;likeApplicationType;Application.applicationType LIKE '{applicationTypeParam.value}';which type contains;dont le type contient
Application;predicate;startApplicationType;Application.applicationType LIKE '{applicationTypeParam.value}%';which type starts with;dont le type démarre par
Application;predicate;endApplicationType;Application.applicationType LIKE '%{applicationTypeParam.value}';which type ends with;dont le type se termine par
Application;predicate;eqApplicationFamily;Application.applicationFamily = '{applicationFamilyParam.value}';which family name is equal to;dont la famille est égal à
Application;predicate;neApplicationFamily;(Application.applicationFamily != '{applicationFamilyParam.value}') or (Application.applicationFamily IS NULL);which family name is not equal to;dont la famille n'est pas égal à
Application;predicate;inApplicationFamily;Application.applicationFamily IN '{applicationFamilyParam.value}';which family name is in;dont la famille est dans
Application;predicate;likeApplicationFamily;Application.applicationFamily LIKE '{applicationFamilyParam.value}';which family name contains;dont la famille contient
Application;predicate;startApplicationFamily;Application.applicationFamily LIKE '{applicationFamilyParam.value}%';which family name starts with;dont la famille démarre par
Application;predicate;endApplicationFamily;Application.applicationFamily LIKE '%{applicationFamilyParam.value}';which family name ends with;dont la famille se termine par
Application;predicate;eqRepository;(Application/Repository.code = '{repositoryParam.value}') or (Application/Repository.displayName = '{repositoryParam.value}');which repository is equal to;dont le référentiel est égal à
Application;predicate;neRepository;((Application/Repository.code != '{repositoryParam.value}') and (Application/Repository.displayName != '{repositoryParam.value}')) or (Application/Repository.recordUid IS NULL);which repository is not equal to;dont le référentiel n'est pas égal à
Application;predicate;inRepository;(Application/Repository.code IN '{repositoryParam.value}') or (Application/Repository.displayName IN '{repositoryParam.value}');which repository is in;dont le référentiel est dans
Application;predicate;likeRepository;(Application/Repository.code LIKE '{repositoryParam.value}') or (Application/Repository.displayName LIKE '{repositoryParam.value}');which repository contains;dont le référentiel contient
Application;predicate;startRepository;(Application/Repository.code LIKE '{repositoryParam.value}%') or (Application/Repository.displayName LIKE '{repositoryParam.value}%');which repository starts with;dont le référentiel démarre par
Application;predicate;endRepository;(Application/Repository.code LIKE '%{repositoryParam.value}') or (Application/Repository.displayName LIKE '%{repositoryParam.value}');which repository ends with;dont le référentiel se termine par
Application;predicate;eqRepositoryType;Application/Repository.repositoryType = '{repositoryParam.value}';which repository type is equal to;dont le type du référentiel est égal à
Application;predicate;neRepositoryType;(Application/Repository.repositoryType != '{repositoryParam.value}') or (Application/Repository.recordUid IS NULL);which repository type is not equal to;dont le type du référentiel n'est pas égal à
Application;predicate;inRepositoryType;Application/Repository.repositoryType IN '{repositoryParam.value}';which repository type is in;dont le type du référentiel est dans
Application;predicate;likeRepositoryType;Application/Repository.repositoryType LIKE '{repositoryParam.value}';which repository type contains;dont le type du référentiel contient
Application;predicate;startRepositoryType;Application/Repository.repositoryType LIKE '{repositoryParam.value}%';which repository type starts with;dont le type du référentiel démarre par
Application;predicate;endRepositoryType;Application/Repository.repositoryType LIKE '%{repositoryParam.value}';which repository type ends with;dont le type du référentiel se termine par
Application;predicate;isNew;Application.importAction = 'C';new in this timeslot;nouvelles dans cette période
Application;predicate;isModified;Application.importAction = 'U';modified since previous timeslot;modifiées depuis la période précédente
Application;predicate;isSame;Application.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Application;predicate;willBeDeleted;Application.deletedAction = '1';that do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Application;predicate;wontBeDeleted;(Application.deletedAction = '0') or (Application.deletedAction IS NULL);that still exist in the next timeslot;existant dans la période d'analyse suivante
Application;predicate;eqUid;Application.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Application;predicate;inUid;Application.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Application;predicate;eqCategory;Application/ApplicationInfo.category = '{categoryParam.value}';which category is equal to;dont la catégorie est égal à
Application;predicate;neCategory;(Application/ApplicationInfo.category != '{categoryParam.value}') or (Application/ApplicationInfo.category IS NULL);which category is not equal to;dont la catégorie n'est pas égal à
Application;predicate;inCategory;Application/ApplicationInfo.category IN '{categoryParam.value}';which category is in;dont la catégorie est dans
Application;predicate;likeCategory;Application/ApplicationInfo.category LIKE '{categoryParam.value}';which category contains;dont la catégorie contient
Application;predicate;startCategory;Application/ApplicationInfo.category LIKE '{categoryParam.value}%';which category starts with;dont la catégorie démarre par
Application;predicate;endCategory;Application/ApplicationInfo.category LIKE '%{categoryParam.value}';which category ends with;dont la catégorie se termine par
Application;predicate;eqDescription;Application/ApplicationInfo.description = '{descriptionParam.value}';which description is equal to;dont la description est égal à
Application;predicate;neDescription;(Application/ApplicationInfo.description != '{descriptionParam.value}') or (Application/ApplicationInfo.description IS NULL);which description is not equal to;dont la description n'est pas égal à
Application;predicate;inDescription;Application/ApplicationInfo.description IN '{descriptionParam.value}';which description is in;dont la description est dans
Application;predicate;likeDescription;Application/ApplicationInfo.description LIKE '{descriptionParam.value}';which description contains;dont la description contient
Application;predicate;startDescription;Application/ApplicationInfo.description LIKE '{descriptionParam.value}%';which description starts with;dont la description démarre par
Application;predicate;endDescription;Application/ApplicationInfo.description LIKE '%{descriptionParam.value}';which description ends with;dont la description se termine par
Application;predicate;eqSensitivityLevel;Application/ApplicationInfo.sensitivityLevel = '{sensitivityLevelParam.value}';which sensitivity level is equal to;dont le niveau de sensibilité est égal à
Application;predicate;neSensitivityLevel;(Application/ApplicationInfo.sensitivityLevel != '{sensitivityLevelParam.value}') or (Application/ApplicationInfo.sensitivityLevel IS NULL);which sensitivity level is not equal to;dont le niveau de sensibilité n'est pas égal à
Application;predicate;inSensitivityLevel;Application/ApplicationInfo.sensitivityLevel IN '{sensitivityLevelParam.value}';which sensitivity level is in;dont le niveau de sensibilité est dans
